description,domain,response,model_type,term,test,statistic,df1,df2,n,estimate,units,pct_change,ci_low,ci_high,p_value,qualitative,source_script,source_artifact
"Physiology: log10 symbionts cm-2 — R2_marginal [LMM, R-squared]",Physiology,log10 symbionts cm-2,LMM,R2_marginal,R-squared,0.719,NA,NA,NA,0.719,proportion,NA,NA,NA,NA,R2_marginal = 0.719,code/12_extended_stats.R,output/tables/12_r2_summary.csv
"Physiology: log10 symbionts cm-2 — biopsy_day_c [LMM, ANOVA F]",Physiology,log10 symbionts cm-2,LMM,biopsy_day_c,ANOVA F,122.6596,1,162.0047,NA,NA,NA,NA,NA,NA,0,biopsy_day_c effect on log10 symbionts cm-2 (significant),code/12_extended_stats.R,output/tables/12_anova_summary.csv
"Physiology: log10 symbionts cm-2 — biopsy_day_c:thicket [LMM, ANOVA F]",Physiology,log10 symbionts cm-2,LMM,biopsy_day_c:thicket,ANOVA F,8.8554,2,162.00469,NA,NA,NA,NA,NA,NA,2e-4,biopsy_day_c:thicket effect on log10 symbionts cm-2 (significant),code/12_extended_stats.R,output/tables/12_anova_summary.csv
"Physiology: log10 symbionts cm-2 — contrast: 28C - 31C | genet=a | wound=no [LMM, Satterthwaite t]",Physiology,log10 symbionts cm-2,LMM,contrast: 28C - 31C | genet=a | wound=no,Satterthwaite t,8.7096,81.21932,NA,NA,2.636,,-43.8009,2.0428,3.2293,0,"Genet a, unwounded: lower under 31C (-43.8%)",code/12_extended_stats.R,output/tables/12_genet_treatment_effects.csv
"Physiology: log10 symbionts cm-2 — contrast: 28C - 31C | genet=a | wound=yes [LMM, Satterthwaite t]",Physiology,log10 symbionts cm-2,LMM,contrast: 28C - 31C | genet=a | wound=yes,Satterthwaite t,7.6295,81.21932,NA,NA,2.3091,,-38.6126,1.7159,2.9024,0,"Genet a, wounded: lower under 31C (-38.6%)",code/12_extended_stats.R,output/tables/12_genet_treatment_effects.csv
"Physiology: log10 symbionts cm-2 — contrast: 28C - 31C | genet=c | wound=no [LMM, Satterthwaite t]",Physiology,log10 symbionts cm-2,LMM,contrast: 28C - 31C | genet=c | wound=no,Satterthwaite t,3.4908,74.76584,NA,NA,1.0234,,-17.0384,0.4488,1.598,8e-4,"Genet c, unwounded: lower under 31C (-17.0%)",code/12_extended_stats.R,output/tables/12_genet_treatment_effects.csv
"Physiology: log10 symbionts cm-2 — contrast: 28C - 31C | genet=c | wound=yes [LMM, Satterthwaite t]",Physiology,log10 symbionts cm-2,LMM,contrast: 28C - 31C | genet=c | wound=yes,Satterthwaite t,2.5198,89.95619,NA,NA,0.798,,-13.3078,0.1773,1.4188,0.0135,"Genet c, wounded: lower under 31C (-13.3%)",code/12_extended_stats.R,output/tables/12_genet_treatment_effects.csv
"Physiology: log10 symbionts cm-2 — contrast: 28C - 31C | genet=d | wound=no [LMM, Satterthwaite t]",Physiology,log10 symbionts cm-2,LMM,contrast: 28C - 31C | genet=d | wound=no,Satterthwaite t,8.4506,81.21932,NA,NA,2.5577,,-43.0684,1.9644,3.1509,0,"Genet d, unwounded: lower under 31C (-43.1%)",code/12_extended_stats.R,output/tables/12_genet_treatment_effects.csv
"Physiology: log10 symbionts cm-2 — contrast: 28C - 31C | genet=d | wound=yes [LMM, Satterthwaite t]",Physiology,log10 symbionts cm-2,LMM,contrast: 28C - 31C | genet=d | wound=yes,Satterthwaite t,6.6242,81.21932,NA,NA,2.0049,,-33.5896,1.4117,2.5981,0,"Genet d, wounded: lower under 31C (-33.6%)",code/12_extended_stats.R,output/tables/12_genet_treatment_effects.csv
"Physiology: log10 symbionts cm-2 — thicket [LMM, ANOVA F]",Physiology,log10 symbionts cm-2,LMM,thicket,ANOVA F,0.7074,2,162.00189,NA,NA,NA,NA,NA,NA,0.4944,thicket effect on log10 symbionts cm-2 (n.s.),code/12_extended_stats.R,output/tables/12_anova_summary.csv
"Physiology: log10 symbionts cm-2 — treatment [LMM, ANOVA F]",Physiology,log10 symbionts cm-2,LMM,treatment,ANOVA F,3.352,1,9.45363,NA,NA,NA,NA,NA,NA,0.0988,treatment effect on log10 symbionts cm-2 (n.s.),code/12_extended_stats.R,output/tables/12_anova_summary.csv
"Physiology: log10 symbionts cm-2 — treatment:biopsy_day_c [LMM, ANOVA F]",Physiology,log10 symbionts cm-2,LMM,treatment:biopsy_day_c,ANOVA F,93.969,1,162.0047,NA,NA,NA,NA,NA,NA,0,treatment:biopsy_day_c effect on log10 symbionts cm-2 (significant),code/12_extended_stats.R,output/tables/12_anova_summary.csv
"Physiology: log10 symbionts cm-2 — treatment:biopsy_day_c:thicket [LMM, ANOVA F]",Physiology,log10 symbionts cm-2,LMM,treatment:biopsy_day_c:thicket,ANOVA F,6.3446,2,162.00469,NA,NA,NA,NA,NA,NA,0.0022,treatment:biopsy_day_c:thicket effect on log10 symbionts cm-2 (significant),code/12_extended_stats.R,output/tables/12_anova_summary.csv
"Physiology: log10 symbionts cm-2 — treatment:thicket [LMM, ANOVA F]",Physiology,log10 symbionts cm-2,LMM,treatment:thicket,ANOVA F,0.7025,2,162.00189,NA,NA,NA,NA,NA,NA,0.4968,treatment:thicket effect on log10 symbionts cm-2 (n.s.),code/12_extended_stats.R,output/tables/12_anova_summary.csv
"Physiology: log10 symbionts cm-2 — treatment:wound [LMM, ANOVA F]",Physiology,log10 symbionts cm-2,LMM,treatment:wound,ANOVA F,0.3485,1,162.00808,NA,NA,NA,NA,NA,NA,0.5558,treatment:wound effect on log10 symbionts cm-2 (n.s.),code/12_extended_stats.R,output/tables/12_anova_summary.csv
"Physiology: log10 symbionts cm-2 — treatment:wound:biopsy_day_c [LMM, ANOVA F]",Physiology,log10 symbionts cm-2,LMM,treatment:wound:biopsy_day_c,ANOVA F,2.1714,1,162.09185,NA,NA,NA,NA,NA,NA,0.1425,treatment:wound:biopsy_day_c effect on log10 symbionts cm-2 (n.s.),code/12_extended_stats.R,output/tables/12_anova_summary.csv
"Physiology: log10 symbionts cm-2 — treatment:wound:biopsy_day_c:thicket [LMM, ANOVA F]",Physiology,log10 symbionts cm-2,LMM,treatment:wound:biopsy_day_c:thicket,ANOVA F,0.21,2,162.09134,NA,NA,NA,NA,NA,NA,0.8108,treatment:wound:biopsy_day_c:thicket effect on log10 symbionts cm-2 (n.s.),code/12_extended_stats.R,output/tables/12_anova_summary.csv
"Physiology: log10 symbionts cm-2 — treatment:wound:thicket [LMM, ANOVA F]",Physiology,log10 symbionts cm-2,LMM,treatment:wound:thicket,ANOVA F,0.3976,2,162.00808,NA,NA,NA,NA,NA,NA,0.6726,treatment:wound:thicket effect on log10 symbionts cm-2 (n.s.),code/12_extended_stats.R,output/tables/12_anova_summary.csv
"Physiology: log10 symbionts cm-2 — wound [LMM, ANOVA F]",Physiology,log10 symbionts cm-2,LMM,wound,ANOVA F,2e-4,1,162.00808,NA,NA,NA,NA,NA,NA,0.9883,wound effect on log10 symbionts cm-2 (n.s.),code/12_extended_stats.R,output/tables/12_anova_summary.csv
"Physiology: log10 symbionts cm-2 — wound:biopsy_day_c [LMM, ANOVA F]",Physiology,log10 symbionts cm-2,LMM,wound:biopsy_day_c,ANOVA F,0.5228,1,162.09185,NA,NA,NA,NA,NA,NA,0.4707,wound:biopsy_day_c effect on log10 symbionts cm-2 (n.s.),code/12_extended_stats.R,output/tables/12_anova_summary.csv
"Physiology: log10 symbionts cm-2 — wound:biopsy_day_c:thicket [LMM, ANOVA F]",Physiology,log10 symbionts cm-2,LMM,wound:biopsy_day_c:thicket,ANOVA F,0.1358,2,162.09134,NA,NA,NA,NA,NA,NA,0.8732,wound:biopsy_day_c:thicket effect on log10 symbionts cm-2 (n.s.),code/12_extended_stats.R,output/tables/12_anova_summary.csv
"Physiology: log10 symbionts cm-2 — wound:thicket [LMM, ANOVA F]",Physiology,log10 symbionts cm-2,LMM,wound:thicket,ANOVA F,0.5046,2,162.00808,NA,NA,NA,NA,NA,NA,0.6047,wound:thicket effect on log10 symbionts cm-2 (n.s.),code/12_extended_stats.R,output/tables/12_anova_summary.csv
"Physiology: log_zoox — LRT: adding genet x treatment x wound x day [LRT (null vs genet x trt), LRT chi-sq]",Physiology,log_zoox,LRT (null vs genet x trt),LRT: adding genet x treatment x wound x day,LRT chi-sq,73.5696,15,NA,192,-43.5696,delta AIC,NA,NA,NA,0,Adding genet x trt improves fit by dAIC=-43.6 (sig),code/13_genet_interaction.R,output/tables/13_genet_anova.csv
"Survival: Hole in center — HR 31C/28C [genet=a] [Cox PH, Wald z]",Survival,Hole in center,Cox PH,HR 31C/28C [genet=a],Wald z,0.5105,1,NA,8,1.4397,hazard ratio,43.9708,0.3553,5.8344,0.6097,"hole_in_center: no detectable change under 31C (HR=1.44, n.s.)",code/14_morphology_kaplan.R,output/tables/14_cox_hazard_ratios.csv
"Survival: Hole in center — HR 31C/28C [genet=c] [Cox PH, Wald z]",Survival,Hole in center,Cox PH,HR 31C/28C [genet=c],Wald z,0.2671,1,NA,8,1.2094,hazard ratio,20.9432,0.2997,4.8805,0.7894,"hole_in_center: no detectable change under 31C (HR=1.21, n.s.)",code/14_morphology_kaplan.R,output/tables/14_cox_hazard_ratios.csv
"Survival: Hole in center — HR 31C/28C [genet=d] [Cox PH, Wald z]",Survival,Hole in center,Cox PH,HR 31C/28C [genet=d],Wald z,0.547,1,NA,8,1.5232,hazard ratio,52.3217,0.3372,6.8814,0.5844,"hole_in_center: no detectable change under 31C (HR=1.52, n.s.)",code/14_morphology_kaplan.R,output/tables/14_cox_hazard_ratios.csv
"Survival: Hole in center — HR 31C/28C [overall (strata=thicket)] [Cox PH, Wald z]",Survival,Hole in center,Cox PH,HR 31C/28C [overall (strata=thicket)],Wald z,0.7608,1,NA,24,1.3778,hazard ratio,37.7777,0.6034,3.1459,0.4468,"hole_in_center: no detectable change under 31C (HR=1.38, n.s.)",code/14_morphology_kaplan.R,output/tables/14_cox_hazard_ratios.csv
"Survival: Hole in center — LRT: genet main effect [Cox PH, LRT chi-sq]",Survival,Hole in center,Cox PH,LRT: genet main effect,LRT chi-sq,1.1333,2,NA,NA,NA,NA,NA,NA,NA,0.5674,Genet main effect on hole_in_center healing: n.s.,code/14_morphology_kaplan.R,output/tables/14_cox_genet_LRT.csv
"Survival: Hole in center — LRT: genet x treatment [Cox PH, LRT chi-sq]",Survival,Hole in center,Cox PH,LRT: genet x treatment,LRT chi-sq,0.0216,2,NA,NA,NA,NA,NA,NA,NA,0.9893,Genet x treatment on hole_in_center healing: n.s.,code/14_morphology_kaplan.R,output/tables/14_cox_genet_LRT.csv
"Survival: New corallites on tip — HR 31C/28C [genet=a] [Cox PH, Wald z]",Survival,New corallites on tip,Cox PH,HR 31C/28C [genet=a],Wald z,-0.001,1,NA,8,0,hazard ratio,-100,0,Inf,0.9992,"new_corallites_on_tip: no detectable change under 31C (HR=0.00, n.s.)",code/14_morphology_kaplan.R,output/tables/14_cox_hazard_ratios.csv
"Survival: New corallites on tip — HR 31C/28C [genet=c] [Cox PH, Wald z]",Survival,New corallites on tip,Cox PH,HR 31C/28C [genet=c],Wald z,-0.5886,1,NA,8,0.6375,hazard ratio,-36.2531,0.1423,2.8548,0.5561,"new_corallites_on_tip: no detectable change under 31C (HR=0.64, n.s.)",code/14_morphology_kaplan.R,output/tables/14_cox_hazard_ratios.csv
"Survival: New corallites on tip — HR 31C/28C [genet=d] [Cox PH, Wald z]",Survival,New corallites on tip,Cox PH,HR 31C/28C [genet=d],Wald z,-1.7508,1,NA,8,0.1352,hazard ratio,-86.4837,0.0144,1.2701,0.08,"new_corallites_on_tip: no detectable change under 31C (HR=0.14, n.s.)",code/14_morphology_kaplan.R,output/tables/14_cox_hazard_ratios.csv
"Survival: New corallites on tip — HR 31C/28C [overall (strata=thicket)] [Cox PH, Wald z]",Survival,New corallites on tip,Cox PH,HR 31C/28C [overall (strata=thicket)],Wald z,-2.5922,1,NA,24,0.2166,hazard ratio,-78.3444,0.0681,0.6886,0.0095,"new_corallites_on_tip: delayed onset under 31C (HR=0.22, sig)",code/14_morphology_kaplan.R,output/tables/14_cox_hazard_ratios.csv
"Survival: New corallites on tip — LRT: genet main effect [Cox PH, LRT chi-sq]",Survival,New corallites on tip,Cox PH,LRT: genet main effect,LRT chi-sq,1.3783,2,NA,NA,NA,NA,NA,NA,NA,0.502,Genet main effect on new_corallites_on_tip healing: n.s.,code/14_morphology_kaplan.R,output/tables/14_cox_genet_LRT.csv
"Survival: New corallites on tip — LRT: genet x treatment [Cox PH, LRT chi-sq]",Survival,New corallites on tip,Cox PH,LRT: genet x treatment,LRT chi-sq,11.3023,2,NA,NA,NA,NA,NA,NA,NA,0.0035,Genet x treatment on new_corallites_on_tip healing: sig,code/14_morphology_kaplan.R,output/tables/14_cox_genet_LRT.csv
"Survival: Pigment over wound — HR 31C/28C [genet=c] [Cox PH, Wald z]",Survival,Pigment over wound,Cox PH,HR 31C/28C [genet=c],Wald z,1.4857,1,NA,8,5.4635,hazard ratio,446.355,0.5816,51.3271,0.1374,"pigment_over_wound: no detectable change under 31C (HR=5.46, n.s.)",code/14_morphology_kaplan.R,output/tables/14_cox_hazard_ratios.csv
"Survival: Pigment over wound — HR 31C/28C [genet=d] [Cox PH, Wald z]",Survival,Pigment over wound,Cox PH,HR 31C/28C [genet=d],Wald z,-9e-4,1,NA,8,0,hazard ratio,-100,0,Inf,0.9993,"pigment_over_wound: no detectable change under 31C (HR=0.00, n.s.)",code/14_morphology_kaplan.R,output/tables/14_cox_hazard_ratios.csv
"Survival: Pigment over wound — HR 31C/28C [overall (strata=thicket)] [Cox PH, Wald z]",Survival,Pigment over wound,Cox PH,HR 31C/28C [overall (strata=thicket)],Wald z,0.7143,1,NA,24,1.6038,hazard ratio,60.3814,0.4387,5.8628,0.4751,"pigment_over_wound: no detectable change under 31C (HR=1.60, n.s.)",code/14_morphology_kaplan.R,output/tables/14_cox_hazard_ratios.csv
"Survival: Pigment over wound — LRT: genet main effect [Cox PH, LRT chi-sq]",Survival,Pigment over wound,Cox PH,LRT: genet main effect,LRT chi-sq,1.1595,2,NA,NA,NA,NA,NA,NA,NA,0.56,Genet main effect on pigment_over_wound healing: n.s.,code/14_morphology_kaplan.R,output/tables/14_cox_genet_LRT.csv
"Survival: Pigment over wound — LRT: genet x treatment [Cox PH, LRT chi-sq]",Survival,Pigment over wound,Cox PH,LRT: genet x treatment,LRT chi-sq,13.275,2,NA,NA,NA,NA,NA,NA,NA,0.0013,Genet x treatment on pigment_over_wound healing: sig,code/14_morphology_kaplan.R,output/tables/14_cox_genet_LRT.csv
"Survival: Pigment over wound — tt(treatment) [genet=c (tt log(t+1))] [Cox PH (time-varying), Wald z]",Survival,Pigment over wound,Cox PH (time-varying),tt(treatment) [genet=c (tt log(t+1))],Wald z,1.5247,1,NA,8,0.6514,log-HR slope vs log(t+1),NA,-0.186,1.4888,0.1273,PH-corrected per-genet test (genet=c (tt log(t+1))): n.s. — original per-genet HR was inflated by PH violation. time-varying coefficient on treatment; HR is exp(coef * log(t+1)),code/14_morphology_kaplan.R,output/tables/14c_cox_tt_pigment_genetC.csv
"Survival: Polyp in hole — HR 31C/28C [genet=a] [Cox PH, Wald z]",Survival,Polyp in hole,Cox PH,HR 31C/28C [genet=a],Wald z,0.5105,1,NA,8,1.4397,hazard ratio,43.9708,0.3553,5.8344,0.6097,"polyp_in_hole: no detectable change under 31C (HR=1.44, n.s.)",code/14_morphology_kaplan.R,output/tables/14_cox_hazard_ratios.csv
"Survival: Polyp in hole — HR 31C/28C [genet=c] [Cox PH, Wald z]",Survival,Polyp in hole,Cox PH,HR 31C/28C [genet=c],Wald z,0.2671,1,NA,8,1.2094,hazard ratio,20.9432,0.2997,4.8805,0.7894,"polyp_in_hole: no detectable change under 31C (HR=1.21, n.s.)",code/14_morphology_kaplan.R,output/tables/14_cox_hazard_ratios.csv
"Survival: Polyp in hole — HR 31C/28C [genet=d] [Cox PH, Wald z]",Survival,Polyp in hole,Cox PH,HR 31C/28C [genet=d],Wald z,0.547,1,NA,8,1.5232,hazard ratio,52.3217,0.3372,6.8814,0.5844,"polyp_in_hole: no detectable change under 31C (HR=1.52, n.s.)",code/14_morphology_kaplan.R,output/tables/14_cox_hazard_ratios.csv
"Survival: Polyp in hole — HR 31C/28C [overall (strata=thicket)] [Cox PH, Wald z]",Survival,Polyp in hole,Cox PH,HR 31C/28C [overall (strata=thicket)],Wald z,0.7608,1,NA,24,1.3778,hazard ratio,37.7777,0.6034,3.1459,0.4468,"polyp_in_hole: no detectable change under 31C (HR=1.38, n.s.)",code/14_morphology_kaplan.R,output/tables/14_cox_hazard_ratios.csv
"Survival: Polyp in hole — LRT: genet main effect [Cox PH, LRT chi-sq]",Survival,Polyp in hole,Cox PH,LRT: genet main effect,LRT chi-sq,1.1333,2,NA,NA,NA,NA,NA,NA,NA,0.5674,Genet main effect on polyp_in_hole healing: n.s.,code/14_morphology_kaplan.R,output/tables/14_cox_genet_LRT.csv
"Survival: Polyp in hole — LRT: genet x treatment [Cox PH, LRT chi-sq]",Survival,Polyp in hole,Cox PH,LRT: genet x treatment,LRT chi-sq,0.0216,2,NA,NA,NA,NA,NA,NA,NA,0.9893,Genet x treatment on polyp_in_hole healing: n.s.,code/14_morphology_kaplan.R,output/tables/14_cox_genet_LRT.csv
"Survival: Tip exist — HR 31C/28C [genet=a] [Cox PH, Wald z]",Survival,Tip exist,Cox PH,HR 31C/28C [genet=a],Wald z,-1.3152,1,NA,8,0.3123,hazard ratio,-68.7735,0.0551,1.7692,0.1884,"tip_exist: no detectable change under 31C (HR=0.31, n.s.)",code/14_morphology_kaplan.R,output/tables/14_cox_hazard_ratios.csv
"Survival: Tip exist — HR 31C/28C [genet=c] [Cox PH, Wald z]",Survival,Tip exist,Cox PH,HR 31C/28C [genet=c],Wald z,0.4138,1,NA,8,1.3411,hazard ratio,34.1106,0.334,5.3847,0.679,"tip_exist: no detectable change under 31C (HR=1.34, n.s.)",code/14_morphology_kaplan.R,output/tables/14_cox_hazard_ratios.csv
"Survival: Tip exist — HR 31C/28C [genet=d] [Cox PH, Wald z]",Survival,Tip exist,Cox PH,HR 31C/28C [genet=d],Wald z,-0.7471,1,NA,8,0.5616,hazard ratio,-43.8406,0.1236,2.5517,0.455,"tip_exist: no detectable change under 31C (HR=0.56, n.s.)",code/14_morphology_kaplan.R,output/tables/14_cox_hazard_ratios.csv
"Survival: Tip exist — HR 31C/28C [overall (strata=thicket)] [Cox PH, Wald z]",Survival,Tip exist,Cox PH,HR 31C/28C [overall (strata=thicket)],Wald z,-0.8997,1,NA,24,0.6663,hazard ratio,-33.3749,0.2751,1.6137,0.3683,"tip_exist: no detectable change under 31C (HR=0.67, n.s.)",code/14_morphology_kaplan.R,output/tables/14_cox_hazard_ratios.csv
"Survival: Tip exist — LRT: genet main effect [Cox PH, LRT chi-sq]",Survival,Tip exist,Cox PH,LRT: genet main effect,LRT chi-sq,3.8112,2,NA,NA,NA,NA,NA,NA,NA,0.1487,Genet main effect on tip_exist healing: n.s.,code/14_morphology_kaplan.R,output/tables/14_cox_genet_LRT.csv
"Survival: Tip exist — LRT: genet x treatment [Cox PH, LRT chi-sq]",Survival,Tip exist,Cox PH,LRT: genet x treatment,LRT chi-sq,2.3844,2,NA,NA,NA,NA,NA,NA,NA,0.3036,Genet x treatment on tip_exist healing: n.s.,code/14_morphology_kaplan.R,output/tables/14_cox_genet_LRT.csv
"Survival: Tip extension — HR 31C/28C [genet=a] [Cox PH, Wald z]",Survival,Tip extension,Cox PH,HR 31C/28C [genet=a],Wald z,0,1,NA,8,1,hazard ratio,0,0.2501,3.9984,1,"tip_extension: no detectable change under 31C (HR=1.00, n.s.)",code/14_morphology_kaplan.R,output/tables/14_cox_hazard_ratios.csv
"Survival: Tip extension — HR 31C/28C [genet=c] [Cox PH, Wald z]",Survival,Tip extension,Cox PH,HR 31C/28C [genet=c],Wald z,-0.1454,1,NA,8,0.8932,hazard ratio,-10.6807,0.1949,4.0928,0.8844,"tip_extension: no detectable change under 31C (HR=0.89, n.s.)",code/14_morphology_kaplan.R,output/tables/14_cox_hazard_ratios.csv
"Survival: Tip extension — HR 31C/28C [genet=d] [Cox PH, Wald z]",Survival,Tip extension,Cox PH,HR 31C/28C [genet=d],Wald z,-0.7471,1,NA,8,0.5616,hazard ratio,-43.8406,0.1236,2.5517,0.455,"tip_extension: no detectable change under 31C (HR=0.56, n.s.)",code/14_morphology_kaplan.R,output/tables/14_cox_hazard_ratios.csv
"Survival: Tip extension — HR 31C/28C [overall (strata=thicket)] [Cox PH, Wald z]",Survival,Tip extension,Cox PH,HR 31C/28C [overall (strata=thicket)],Wald z,-0.5056,1,NA,24,0.8039,hazard ratio,-19.611,0.3449,1.8738,0.6131,"tip_extension: no detectable change under 31C (HR=0.80, n.s.)",code/14_morphology_kaplan.R,output/tables/14_cox_hazard_ratios.csv
"Survival: Tip extension — LRT: genet main effect [Cox PH, LRT chi-sq]",Survival,Tip extension,Cox PH,LRT: genet main effect,LRT chi-sq,3.4675,2,NA,NA,NA,NA,NA,NA,NA,0.1766,Genet main effect on tip_extension healing: n.s.,code/14_morphology_kaplan.R,output/tables/14_cox_genet_LRT.csv
"Survival: Tip extension — LRT: genet x treatment [Cox PH, LRT chi-sq]",Survival,Tip extension,Cox PH,LRT: genet x treatment,LRT chi-sq,0.9264,2,NA,NA,NA,NA,NA,NA,NA,0.6293,Genet x treatment on tip_extension healing: n.s.,code/14_morphology_kaplan.R,output/tables/14_cox_genet_LRT.csv
"Survival: Wound smoothed — HR 31C/28C [genet=a] [Cox PH, Wald z]",Survival,Wound smoothed,Cox PH,HR 31C/28C [genet=a],Wald z,0,1,NA,8,1,hazard ratio,0,0.2501,3.9984,1,"wound_smoothed: no detectable change under 31C (HR=1.00, n.s.)",code/14_morphology_kaplan.R,output/tables/14_cox_hazard_ratios.csv
"Survival: Wound smoothed — HR 31C/28C [genet=c] [Cox PH, Wald z]",Survival,Wound smoothed,Cox PH,HR 31C/28C [genet=c],Wald z,0.7471,1,NA,8,1.7806,hazard ratio,78.0647,0.3919,8.0907,0.455,"wound_smoothed: no detectable change under 31C (HR=1.78, n.s.)",code/14_morphology_kaplan.R,output/tables/14_cox_hazard_ratios.csv
"Survival: Wound smoothed — HR 31C/28C [genet=d] [Cox PH, Wald z]",Survival,Wound smoothed,Cox PH,HR 31C/28C [genet=d],Wald z,1.3152,1,NA,8,3.2024,hazard ratio,220.2407,0.5652,18.1442,0.1884,"wound_smoothed: no detectable change under 31C (HR=3.20, n.s.)",code/14_morphology_kaplan.R,output/tables/14_cox_hazard_ratios.csv
"Survival: Wound smoothed — HR 31C/28C [overall (strata=thicket)] [Cox PH, Wald z]",Survival,Wound smoothed,Cox PH,HR 31C/28C [overall (strata=thicket)],Wald z,1.1462,1,NA,24,1.6697,hazard ratio,66.9703,0.6949,4.012,0.2517,"wound_smoothed: no detectable change under 31C (HR=1.67, n.s.)",code/14_morphology_kaplan.R,output/tables/14_cox_hazard_ratios.csv
"Survival: Wound smoothed — LRT: genet main effect [Cox PH, LRT chi-sq]",Survival,Wound smoothed,Cox PH,LRT: genet main effect,LRT chi-sq,0.4831,2,NA,NA,NA,NA,NA,NA,NA,0.7854,Genet main effect on wound_smoothed healing: n.s.,code/14_morphology_kaplan.R,output/tables/14_cox_genet_LRT.csv
"Survival: Wound smoothed — LRT: genet x treatment [Cox PH, LRT chi-sq]",Survival,Wound smoothed,Cox PH,LRT: genet x treatment,LRT chi-sq,1.1107,2,NA,NA,NA,NA,NA,NA,NA,0.5739,Genet x treatment on wound_smoothed healing: n.s.,code/14_morphology_kaplan.R,output/tables/14_cox_genet_LRT.csv
"Survival diagnostic: Hole in center — proportional-hazards test (treatment) [cox.zph (Schoenfeld), cox.zph chi-sq]",Survival diagnostic,Hole in center,cox.zph (Schoenfeld),proportional-hazards test (treatment),cox.zph chi-sq,0.0846,1,NA,24,NA,NA,NA,NA,NA,0.7712,PH assumption met (p>=0.05),code/14_morphology_kaplan.R,output/tables/14_cox_ph_tests.csv
"Survival diagnostic: New corallites on tip — proportional-hazards test (treatment) [cox.zph (Schoenfeld), cox.zph chi-sq]",Survival diagnostic,New corallites on tip,cox.zph (Schoenfeld),proportional-hazards test (treatment),cox.zph chi-sq,3.5605,1,NA,16,NA,NA,NA,NA,NA,0.0592,PH assumption met (p>=0.05),code/14_morphology_kaplan.R,output/tables/14_cox_ph_tests.csv
"Survival diagnostic: Pigment over wound — proportional-hazards test (treatment) [cox.zph (Schoenfeld), cox.zph chi-sq]",Survival diagnostic,Pigment over wound,cox.zph (Schoenfeld),proportional-hazards test (treatment),cox.zph chi-sq,3.3062,1,NA,10,NA,NA,NA,NA,NA,0.069,PH assumption met (p>=0.05),code/14_morphology_kaplan.R,output/tables/14_cox_ph_tests.csv
"Survival diagnostic: Polyp in hole — proportional-hazards test (treatment) [cox.zph (Schoenfeld), cox.zph chi-sq]",Survival diagnostic,Polyp in hole,cox.zph (Schoenfeld),proportional-hazards test (treatment),cox.zph chi-sq,0.0846,1,NA,24,NA,NA,NA,NA,NA,0.7712,PH assumption met (p>=0.05),code/14_morphology_kaplan.R,output/tables/14_cox_ph_tests.csv
"Survival diagnostic: Tip exist — proportional-hazards test (treatment) [cox.zph (Schoenfeld), cox.zph chi-sq]",Survival diagnostic,Tip exist,cox.zph (Schoenfeld),proportional-hazards test (treatment),cox.zph chi-sq,0.2562,1,NA,24,NA,NA,NA,NA,NA,0.6127,PH assumption met (p>=0.05),code/14_morphology_kaplan.R,output/tables/14_cox_ph_tests.csv
"Survival diagnostic: Tip extension — proportional-hazards test (treatment) [cox.zph (Schoenfeld), cox.zph chi-sq]",Survival diagnostic,Tip extension,cox.zph (Schoenfeld),proportional-hazards test (treatment),cox.zph chi-sq,2.5522,1,NA,22,NA,NA,NA,NA,NA,0.1101,PH assumption met (p>=0.05),code/14_morphology_kaplan.R,output/tables/14_cox_ph_tests.csv
"Survival diagnostic: Wound smoothed — proportional-hazards test (treatment) [cox.zph (Schoenfeld), cox.zph chi-sq]",Survival diagnostic,Wound smoothed,cox.zph (Schoenfeld),proportional-hazards test (treatment),cox.zph chi-sq,0.1482,1,NA,24,NA,NA,NA,NA,NA,0.7003,PH assumption met (p>=0.05),code/14_morphology_kaplan.R,output/tables/14_cox_ph_tests.csv
"Thermal context (external benchmark): A. pulchra acute Fv/Fm ED50 (Cunning et al. 2024, Mahana) — 28 °C below mean ED50 (°C) [CBASS reference, reference value]",Thermal context (external benchmark),"A. pulchra acute Fv/Fm ED50 (Cunning et al. 2024, Mahana)",CBASS reference,28 °C below mean ED50 (°C),reference value,7.405,NA,NA,NA,7.405,°C or count,NA,NA,NA,NA,acute thermal-tolerance benchmark; 31C chronic is sublethal (below acute ED50),code/26_thermal_context.R,data/external/cunning2024_apulchra_ed50.csv
"Thermal context (external benchmark): A. pulchra acute Fv/Fm ED50 (Cunning et al. 2024, Mahana) — 31 °C below lowest-genet ED50 (°C) [CBASS reference, reference value]",Thermal context (external benchmark),"A. pulchra acute Fv/Fm ED50 (Cunning et al. 2024, Mahana)",CBASS reference,31 °C below lowest-genet ED50 (°C),reference value,3.39,NA,NA,NA,3.39,°C or count,NA,NA,NA,NA,acute thermal-tolerance benchmark; 31C chronic is sublethal (below acute ED50),code/26_thermal_context.R,data/external/cunning2024_apulchra_ed50.csv
